,primal_loss,dual_loss,cost,max_P_viol,max_Q_viol,max_viol,mean_viol,rho
0,70.90165679931641,0.11074226811528205,131825.58240625,3.4839792251586914,3.148790121078491,3.4839792251586914,0.19460701942443848,1.0
1,6.012665390014648,0.03939280907809734,134709.68921875,2.7960476875305176,1.370004653930664,2.7960476875305176,0.15279754996299744,2.0
2,9.751788213729858,0.09980324959754944,133897.815,2.334402322769165,1.2605674266815186,2.334402322769165,0.09770938009023666,4.0
3,12.686201309204101,0.2692123718857765,130370.3319375,1.4075239896774292,0.7998672127723694,1.4075239896774292,0.08026020228862762,8.0
4,46.46821697235107,0.9232826838493348,129636.4866875,1.2148326635360718,0.7924554347991943,1.2148326635360718,0.07204265892505646,16.0
5,35.04969216156006,2.662114094734192,130378.20246875,0.9562705755233765,0.623012900352478,0.9562705755233765,0.0633092001080513,32.0
6,162.15887586975097,9.990031826019287,129585.98859375,1.0528486967086792,0.5145601034164429,1.0528486967086792,0.059110336005687714,64.0
7,93.54841052246094,31.904170944213867,130381.490625,0.7781763076782227,0.4270532429218292,0.7781763076782227,0.05227763205766678,128.0
8,287.21137564086916,113.39087313842774,129553.3818125,0.6969949007034302,0.3813762366771698,0.6969949007034302,0.04815702140331268,256.0
9,562.3937225341797,409.27520666503904,129236.34359375,0.7467149496078491,0.4034442901611328,0.7467149496078491,0.04449760913848877,512.0
